cell_id,lat_c,lon_c,rate_mc_yr,rate_all_mc_yr,rate_m5.0_yr,rate_all_m5.0_yr,p_1d,p_all_1d,p_7d,p_all_7d,p_30d,p_all_30d,p_90d,p_all_90d
22008,40.625,27.125,0.6444435086816651,0.7906803677561076,0.007360588089679958,0.008449453449892298,2.0151988840977353e-05,2.3133075204961884e-05,0.00014105539401787492,0.00016192028894512767,0.0006043830437979514,0.0006937595208617031,0.0018120535155712325,0.002079834989674789
21009,40.375,27.375,0.7894132595562199,0.9438635604214969,0.00901637732066159,0.010086416132303723,2.4685191060136447e-05,2.7614721053725866e-05,0.0001727835414154777,0.00019328703408405534,0.0007402907218481136,0.000828109997916493,0.0022192284801875184,0.0024822732631334388
23010,40.875,27.625,0.8656324410152552,1.19092158132205,0.009886923755988718,0.012726554084566187,2.7068555627729474e-05,3.484279909349297e-05,0.00018946450324719422,0.00024387410070125792,0.0008117380219229142,0.0010447560455194571,0.0024332378447894376,0.0031309947313415964
24077,41.125,44.375,0.19438005353434912,0.23014758312405578,0.0022201348724004747,0.0024594278162370707,6.078379534479872e-06,6.733523712276757e-06,4.254788086888173e-05,4.713371384967857e-05,0.00018233531513378587,0.00020198598956011615,0.0005469062129617175,0.0006058355819009709
15069,38.875,42.375,0.4102783280060293,0.7797196081114947,0.004686042661447177,0.008332323403201695,1.282960328907734e-05,2.2812397981408772e-05,8.980376652456545e-05,0.00015967585776965887,0.0003848165068028875,0.0006841456112400834,0.0011540053261619443,0.0020510329882859057
18043,39.625,35.875,0.11140353885659639,0.12899566715656025,0.0012724087529929855,0.0013784873500404895,3.4836592379683395e-06,3.774085554519857e-06,2.438535981386103e-05,2.641829976512966e-05,0.00010450449820254004,0.00011321637083372416,0.00031348073217851713,0.0003396106601124549
10020,37.625,30.125,0.6235157564209944,0.9472859156731634,0.007121559281167657,0.0101229884724897,1.9497576603355604e-05,2.771484789398926e-05,0.00013647505321745523,0.00019398780563473217,0.0005847619605496845,0.0008311113941695814,0.0017532602419547683,0.0024912625181472414
9019,37.375,29.875,0.6664115373144535,1.0309566610202257,0.007611498538353783,0.011017119776058208,2.0838930130939737e-05,3.0162775145115006e-05,0.0001458633917522656,0.0002111203213234214,0.0006249790371259945,0.000904487605789206,0.0018737655591034574,0.0027110092638399363
15023,38.875,30.875,0.47591112911195305,1.2529493917101475,0.005435675495985092,0.013389402332538165,1.4881957697832071e-05,3.665751381232152e-05,0.00010416905307431001,0.0002565743791703712,0.0004463624037063241,0.0010991410729185302,0.001338489581865665,0.003293800213345688
13058,38.375,39.625,0.8399666375667634,1.5638264221956497,0.00959377873298818,0.016711529837970602,2.6265989698570635e-05,4.575262843764527e-05,0.00018384744057742264,0.0003202244430522416,0.0007876796570506217,0.0013716686550431234,0.0023611781421329914,0.004109364121191894
5044,36.375,36.125,0.4789082867117013,0.6083404417377182,0.0054699078875514685,0.006500912952647498,1.4975679478834714e-05,1.7798371251598333e-05,0.0001048250467791112,0.00012458194653608423,0.000449172840126022,0.0005338133602578177,0.0013469133422806534,0.0016005853627764077
20049,40.125,37.375,0.17578041512953077,0.21612161010797729,0.0020076968928560393,0.0023095419572709136,5.4967594111943185e-06,6.323161274357503e-06,3.8476681382459965e-05,4.42612892996852e-05,0.00016488963976168947,0.0001896774469268836,0.0004945873579881299,0.0005689244150032247
23045,40.875,36.375,0.2214890007434722,0.2526276059207665,0.0025297629332982057,0.0026996562497725728,6.926089452741202e-06,7.391228673214734e-06,4.848161879567048e-05,5.17374534907411e-05,0.00020776181766934965,0.00022171309767049507,0.0006231559670575315,0.0006649918338169636
29023,42.375,30.875,0.014812068855907447,0.014812125076761235,0.0001691778040054198,0.00015828692153474765,4.6318347657337e-07,4.333658788491235e-07,3.2422798308395784e-06,3.033557207765547e-06,1.389541097374103e-05,1.3000894669157326e-05,4.1685653676570844e-05,3.9002176939861855e-05
2005,35.625,26.375,1.85599369656317,2.402634747970539,0.02119845248405187,0.02567529344086711,5.803651563573986e-05,7.029265171265564e-05,0.0004061848833113446,0.0004919448119496961,0.0017396310792532343,0.002106631601086595,0.005209819553557815,0.006306590462165085
20003,40.125,25.875,1.1054488004421639,1.9407187680955265,0.012626014793648716,0.020739117295768737,3.4567547069763727e-05,5.677899662437369e-05,0.00024194773771202271,0.0003973852818334178,0.0010365067915916182,0.001701968264929854,0.0031062984493549495,0.005097219636949646
12021,38.125,30.375,0.6382624056460131,1.9843958091617993,0.007289989887087497,0.02120586358209153,1.9958705372968844e-05,5.805680493853327e-05,0.0001397025725404788,0.00040632685897357135,0.0005985879112476722,0.001740238734547761,0.0017946890257591885,0.005211636181276402
